,Title,Content
294,8 bird species that mate for life,"Numerous bird species worldwide look for soulmates, just like people do. These birds make permanent relationships with partners they can live out their whole lives with. A bird may, nevertheless, occasionally look for a new mate if it loses its current one. Their relationships are incredibly captivating and astounding due to their beauty and complexity. When it comes to establishing and preserving partnerships, these birds go above and beyond the minimum, frequently displaying behaviours that are intricate and captivating. Their extensive courtship rituals usually include beautiful and sophisticated calls, elaborate dances, and reciprocal expressions of caring and affection. They do these rituals in an attempt to locate and ensure their ""happily ever after. These remarkable birds demonstrate a profound commitment to their mates, showing how essential and fulfilling lifelong bonds can be. Their dedication to one another and the strength of their ties can be a moving reminder of the deep relationships found in the natural world, highlighting the unique ways in which these creatures find love and companionship. Discover the eight bird species who mate for life below. The black vulture, sometimes called the American black vulture, is found in Uruguay, Central Chile, Peru, and the Southeast United States. It can easily burrow into animal carcasses because of its short, hooked beak, and featherless, greyish-black head and neck. They take a wash following a meal, and the latitude determines when they breed. After engaging in courtship rituals, pairs form and lay their eggs in hollow logs or on the ground in forested settings. They might use metal objects, broken glass, or plastic in vibrant colours to adorn the surroundings. A fish-eating bird of prey, the Bald Eagle (sometimes called the Sea Eagle) is the largest nest-building eagle in the United States. It is America's national symbol and a lifelong partner. Bald eagles court one another with complex cries and aerial displays, and they have a high percentage of mate fidelity. They make their nests and lay their eggs in the middle of February. Their young are flung from the nest in late June or early July. They are early breeders. A species of waterfowl native to Africa and Eurasia, the mute swan was brought to North America. It is white with a prominent bump on its orange beak. The females of the species lay four to ten eggs every 36 days, and the cygnets hatch between May and July. Because they can't fly until they are 120â150 days old, young swans can only be found in the northernmost portion of their range. An incredible and uncommon species is the Whooping Crane, the tallest bird in North America. With the help of creative migration plans, wetland management techniques, and captive breeding, numbers have increased to roughly 600 now despite a drop in the 1940s. In late April or early May, the cranes lay their eggs in their nests on elevated wetlands. After around a year, the relationship between the parent and child ceases. Breeding populations spend the winter close to Rockport, Sunset Lake, Matagorda Island, Isla San Jose, and parts of the Lamar Peninsula on Texas' Gulf coast. Critically endangered, the California condor is the largest land bird in North America. Even though the International Union for Conservation of Nature has classed it as endangered, captive breeding programs have led to an increase in the species' population. The California condor has a wingspan of 9.5 feet and weighs 20 to 25 pounds. Adults have bare heads and necks and are black with a white triangle mark on them. California Condors are extremely rare birds that take six to eight years to attain sexual maturity. They are listed as endangered on Audubon's Watchlist. After mating, the birds remain together for years, if not forever. Aerial displays guide the pairs to various nest locations during courtship, which is similar to looking for a possible place to call home. Naturally, the female gets the last choice on the birds' location. Commonly referred to as Atlantic puffins, these seabirds are endemic to the Atlantic Ocean and can be found in many different nations. The IUCN has classified them as vulnerable since they are the only native puffins found in the Atlantic Ocean. The Atlantic puffin's body and underparts are white, its cheek patches are pale grey, and its crown and back are black. It is an above-water swimmer that eats crabs, tiny fish, and zooplankton.  The species features orange legs and a large, brightly patterned red-and-black beak. The juvenile has a thinner bill and dark grey cheek patches, but the adult male and female seem the same. During the late spring breeding season, the Atlantic puffin returns to coastal areas, where it nests in colonies atop cliffs and feeds on whole fish. They get their full flight at six weeks and leave the coast to swim. Rainbow-coloured macaws live together and prey on each other and their young. Scarlet macaws raise chicks after fledging and independence. Both male and female macaws have identical appearances. The cobalt-blue hyacinth macaw is the largest parrot, while the scarlet macaw is the best-known New World parrot. In the Northwestern Hawaiian Islands, the monogamous Laysan Albatross is a common species of seabird. It can sail hundreds of miles a day on its remarkable six-foot span, and it couples for life. It can even glide over the broad ocean without a flap. They go through a grieving phase and a wooing dance to locate a new partner if they are lost."
295,NASA's new findings: Signs of life may be near the surface of Enceladus and Europa,"Europa, a moon of Jupiter, and Enceladus, a moon of Saturn, are believed to have subsurface oceans beneath their icy crusts that may harbour life. Recent   experiments indicate that if these oceans do support life, organic molecules like amino acids and nucleic acids might survive just below the ice surface despite intense radiation. This means that robotic landers exploring these moons might not need to dig very deep to detect these molecules. Alexander Pavlov of NASAâs Goddard Space Flight Center notes that, for Europa, amino acids could be found up to eight inches (around 20 centimetres) below the surface in areas less impacted by meteorites. On Enceladus, amino acids may survive even closer to the surface, less than a tenth of an inch (a few millimetres) from it. While the harsh surface conditions of these moons, marked by high radiation from their host planets and cosmic events, render them uninhabitable, their subsurface oceans, warmed by tidal forces, could potentially support life if they contain necessary elements and compounds. Lead author Alexander Pavlov from NASAâs Goddard Space Flight Center notes that for Europa, a sampling depth of about eight inches (20 centimetres) in relatively undisturbed areas could be sufficient to detect amino acids. In contrast, on Enceladus, these molecules could survive within just a few millimetres of the surface. The harsh surface conditions of these moons, characterised by high radiation from their planets' magnetic fields and cosmic events, make their icy exteriors inhospitable, but their subsurface oceans, heated by tidal forces, remain promising habitats for life. The research team conducted experiments to understand how amino acids might survive under these moons' conditions. By simulating Europa and Enceladus environments, they found that amino acids degrade more quickly when mixed with dust but are more stable when associated with microorganisms. This suggests that biological material might offer some protection against radiation, potentially preserving life-signalling molecules longer. These findings are crucial for designing future missions to Europa and Enceladus. Understanding where and how to sample is essential, as areas with less silica-rich dust might offer better chances for detecting preserved organic molecules. This research enhances our ability to search for life beyond Earth, providing valuable insights into where to look for signs of life in our solar system and beyond."
296,Jupiterâs icy moon Europa to be next Earth? Know the ingredients of life suggested by scientists,"Have you ever wondered if there is life beyond  Earth  but havenât found one except our Universe? But actually, how to determine the search of life beyond your home Universe? According to the scientists, they suggest that there are three core ingredients which are determined to make life easier and livable. Additionally, life requires time to develop, so one should explore worlds where sufficient time has passed for life to potentially emerge. Jupiter's icy moon Europa may contain these crucial elements and is as old as Earth.  â s  Europa Clipper  spacecraft is the one which helps to conduct an in-depth study of Europa and assess whether its subsurface ocean can support life. Understanding Europa's habitability will enhance the knowledge of the potential for life beyond our planet and guide our ongoing search. Liquid water is the primary ingredient for life, and Europa is abundant in it. Scientists believe that beneath Europaâs icy crust lies a salty ocean containing twice as much water as all of Earthâs oceans combined. Water is vital as it dissolves nutrients for organisms, facilitates chemical transport within cells, supports metabolic processes, and helps eliminate waste. Thereâs strong evidence of a rocky seafloor beneath Europa's ocean, and hydrothermal activity could provide chemical nutrients that support living organisms. Europa appears as a half-sphere against the dark backdrop of space. Its surface is off-white with a slight bluish tint, featuring long, dark rusty lines. On the left side, these lines are tightly packed, while on the right side, they extend deeper and curve across the moonâs surface. The image reveals more of the moon at the bottom, fading into darkness. This intriguing surface of Europa is showcased in a reprocessed colour image derived from photographs taken by NASA's Galileo spacecraft in the late 1990s. The best evidence for an ocean beneath Europa was gathered by the Galileo spacecraft, which orbited Jupiter from 1995 to 2003. Although Europa lacks its own magnetic field, the Galileo spacecraft detected a magnetic signature during 12 close flybys, likely caused by a global ocean of salty water beneath its surface. Europaâs bright, icy exterior is unlike any found on Earth. It is the smoothest body in the solar system, with few mountains or deep basins. The surface is crisscrossed by ridges and grooves, and many features align with long, dark reddish streaks stretching over 600 miles (1,000 kilometres). Additionally, domes, pits, and clusters of icy blocks suggest warm ice may be rising from below. Images of Europa's surface reveal patterns of cracks and ridges indicative of a global ocean capable of producing large tides that deform the surface. The largest impact structures on Europa show concentric patterns, suggesting that impacts may have breached the icy shell into liquid water. Moreover, the moonâs surface geology indicates that warm ice has likely risen from the ice-ocean interface. Models propose that Europa's icy shell is stretched and released by Jupiter's gravitational pull as the moon orbits the giant planet. This phenomenon, known as tidal flexing, generates internal heat within Europa, possibly maintaining the liquid ocean beneath its surface. In addition to water, life as we know it requires specific chemical elementsâsuch as carbon, hydrogen, nitrogen, oxygen, phosphorus, and sulphurâthat are fundamental building blocks. These elements are abundant in the universe and constitute 98% of living matter on Earth, combining to form organic molecules essential for life. Scientists believe these elements were incorporated into Europa during its formation and were later augmented by organic materials from colliding asteroids and comets. While all life on Earth is composed of organic molecules, simply discovering these molecules does not necessarily indicate the presence of life. They can form through non-biological processes as well. However, finding such molecules on Europa would help determine whether the essential ingredients for life ever existed on the icy moon. Some of these vital chemical elements may currently reside within Europaâs icy shell, while others could originate from its core and the weathering of the moon's rocky interior. Tidal flexing may facilitate the cycling of water and nutrients among the moon's rocky interior, icy shell, and ocean, creating a chemically rich aquatic environment conducive to life. The third vital ingredient for life is energy, which all living organisms require. On Earth, most energy comes from the Sun, with plants harnessing sunlight through photosynthesis to produce energy. This energy is then transferred to humans, animals, and other organisms when they consume plants. However, any potential life forms on Europa would likely depend on chemical reactions rather than photosynthesis, as they would exist beneath the ice, far from sunlight. Europa's surface is bombarded by radiation from Jupiter, making it inhospitable for surface life. Yet, this radiation might create energy sources for life within the ocean below. The radiation can break down water molecules (HâO) in Europa's thin atmosphere, allowing hydrogen to escape while much of the oxygen remains, potentially bonding with other elements. This reactive oxygen could facilitate chemical reactions that release energy, possibly supporting microbial life if it reaches the ocean. Additionally, Europaâs ocean is likely in direct contact with warm rock at its seafloor. As Europa orbits Jupiter, its interior flexes, generating heat (similar to how bending a paperclip produces heat). The more the moon flexes, the more heat is generated, which can provide hydrogen and other chemicals to the ocean. If the rocky ocean floor is heated by tidal flexing, it could supply energy in the form of chemical nutrients through hydrothermal vents. This process is analogous to what occurs in hydrothermal vents on Earth, first discovered in 1977 on the Galapagos Rift in the Pacific Ocean. These discoveries revolutionised our understanding of life on Earth and are considered among the most significant breakthroughs in ocean science."
297,Man gets life term for killing his father,"Hyderabad: Sixteen years after killing his father, a 46-year-old man was sentenced to  life imprisonment  by a  Jagtial court  on Tuesday. The court also imposed a fine of 5,000 on the convict,  G Prabhudas . Prabhudas, a daily wage worker, attacked his father Pochaiah with a stick after quarrelling with him over their family-owned land issue. The principal district & sessions judge, Jagtial, conducted the trial in the case and pronounced the final verdict on Tuesday. Jagtial superintendent of police (SP) Ashok Kumar congratulated the investigating officers, court duty staff and the prosecution team for securing conviction in the case. According to police, Pochaiah's younger son, Prabhudas, was residing with his parents. Unable to bear his harassment, his wife and children left him.. Meanwhile, Pochaiah sold a two-acre land to clear the family's debts.  Prabhudas, who got to know of the land sale, attacked his parents after a quarrel, leaving them severely injured. They were rushed to hospital, where Pochaiah succumbed. Shanta later recovered."
298,"Ratan Tata, Chairman Emeritus Tata Sons & billionaire of hearts, passes away: Life, education, business career milestones & timeline of Indiaâs industry giant","Ratan Naval Tata, a titan of industry who never sought the spotlight, passed away on Wednesday night at a Mumbai hospital at the age of 86. Despite his immense influence and control over more than 30 companies operating in over 100 countries across six continents,   lived a modest life and never appeared on any list of billionaires. Ratan Tata joined the family firm after acquiring a B.S. in architecture from Cornell University, Ithaca, New York, in 1962. He started his career by working on the shop floor, acquiring hands-on experience across different   businesses.  In 1971, he was appointed director-in-charge of National Radio and Electronics Co. (Nelco), one of the groupâs companies. He became chairman of Tata Industries a decade later and in 1991, took over as the chairman of the Tata Group from his uncle, JRD, who had been in charge for more than half a century. Tata's ascension to the role of chairman coincided with India's economic liberalization in 1991. Under his leadership, the Tata Group, which had humble beginnings as a small textile and trading firm in 1868, transformed into a global powerhouse with diverse operations ranging from salt and steel to cars, software, power plants, and airlines. Ratan Tata led   for over two decades, during which the group pursued aggressive expansion. Also Read |  Under his leadership, Tata Sons acquired several high-profile companies, including Tetley Tea for $431.3 million in 2000, Daewoo Motors' truck-manufacturing operations for $102 million in 2004, Corus Group for $11.3 billion, and Jaguar and Land Rover from Ford Motor Company for $2.3 billion. In December 2012, he handed over control of Tata Sons to his then-deputy, Cyrus Mistry. However, disagreements arose over Mistry's leadership, leading to his removal in October 2016, marking the end of the first non-Tata family member's tenure as chairman. Ratan Tata was among the shareholders who disagreed with Mistry on various projects, including the decision to discontinue the loss-making small car, Nano, which was a pet project of Ratan Tata. Following Mistry's removal, Tata took on the role of interim chairman from October 2016 until January 2017, when Natarajan Chandrasekaran was appointed as the new chairman of the Tata Group.  Since then, Ratan Tata has been serving as the emeritus chairman of Tata Sons. Also Read |  In recent years, Ratan Tata has taken on a new role, supporting young entrepreneurs and investing in tech-driven start-ups that have the potential to shape the future of the country.  Through his personal investments and his investment company, RNT Capital Advisors, Tata has invested in more than 30 start-ups, including Ola Electric, Paytm, Snapdeal, Lenskart, and Zivame."
299,"24 years on, life term to 16 for killing 2 in UP","A local court in Mainpuri on Friday sentenced 16 men to  life imprisonment  for the murders of two persons during a  panchayat meeting  over a  land dispute  in Feb 2001. The verdict, delivered by additional sessions judge Jay Prakash, comes 24 years after the incident, which took place at Nagla Mulu village under the jurisdiction of  Kurra police station . Additional district government counsel (ADGC)  Vishwajeet Rathore  said, âA panchayat meeting was called to resolve a land dispute between two groups of villagers. A heated argument led to an altercation, escalating into violence, with both sides opening fire.â  Two persons, Hom Singh and Vishram Singh, were killed, one from each group, and three others were injured."
300,Assam CM Himanta Biswa Sarma: Will bring law to give life term for 'love jihad' & another to halt 'land jihad',"GUWAHATI: BJP-governed   is ready with a proposed  law  mandating life imprisonment for anyone convicted of "" "", CM   said Sunday, less than a week after the UP assembly passed a Bill amending the state's 2021 anti-conversion legislation to increase the punishment for offences linked to marriage or elopement from the current maximum 10-year jail term to life. A law requiring prior chief ministerial consent for land-related transactions between Hindus and Muslims is also in the works to halt what Sarma labelled "" land jihad "". ""We spoke about love jihad during the elections. It is a real and serious issue, involving forced conversions and deceitful romantic relationships. In the next few days, we aim to take steps to make this punishable with a life sentence,"" the CM said If a Muslim wants to buy a Hinduâs property or a Hindu wants to buy a Muslimâs property, it will be subject to scrutiny, Assam chief minister Himanta Biswa Sarma said at  âs state executive meeting in Guwahati. Besides Uttar Pradesh in 2021, Himachal Pradesh, Uttarakhand and Madhya Pradesh have enacted anti-conversion laws with separate and stricter clauses against change in religion deemed to linked to âlove jihadâ. In Assam, BJP-led govt last month moved to repeal Assam Muslim Marriages and Divorce Registration Act and Rules of 1935, which permitted underage marriages under specific conditions. CM Sarma mentioned at the BJP meeting that his govt viewed âland jihadâ as a serious threat to the stateâs demography and had al-ready reclaimed encroached areas through a series of eviction campaigns. He said a span equivalent to the size of Chandigarh had been freed from encroachment by people from a particular community. BJP is committed to protecting every right of the indigenous people of the state, the CM said. âWe will have a new law to protect land in historically and culturally important regions like Barpeta, Majuli, and Batadrava so that only the people from those places can purchase property there.â Sarma said the delimitation exercise last year was a crucial step towards safeguarding the stateâs future. On CAA, Sarma mentioned the âlimited impactâ of the agitation against the law. âBringing CAA was a brave step by BJP govt. We are going to initiate a process to unlock biometrics of people that were blocked,â he said."
301,The fish that can live without water and can walk on land,"In the intertidal zones of the Indo-Pacific region, stretching from the eastern coast of Africa to the islands of the Pacific Ocean, lives a creature that defies the conventional boundaries of  aquatic life . These areas, characterized by their fluctuating tides and muddy shores, provide a challenging habitat for marine life. Yet, this fish has not only adapted to these conditions but has also developed the ability to move on land. This ability is particularly useful during low tide when the water recedes, leaving behind vast expanses of mudflats. The fish in question is the  mudskipper , a member of the Gobiidae family. Mudskippers are  amphibious fish  that can breathe through their skin and the lining of their mouth and throat, a process known as cutaneous respiration. This adaptation allows them to survive out of water for extended periods. They are also equipped with strong pectoral fins that enable them to âwalkâ on land, making them one of the few fish capable of  terrestrial locomotion . Mudskippers are known for their distinctive behavior and physical characteristics. They can often be seen hopping or skipping across the mudflats, hence their name. Their bulging eyes, which can move independently, provide them with a wide field of vision, crucial for spotting predators and prey. These eyes are adapted to see both in and out of water, giving mudskippers a significant advantage in their dual habitats. The diet of mudskippers is as varied as their habitat. They feed on a range of organisms, including small fish, crustaceans, and insects. Their ability to hunt both in water and on land makes them versatile predators. Mudskippers are also known for their territorial behavior. Males often engage in elaborate displays to attract females and ward off rivals, including raising their dorsal fins and performing acrobatic jumps. Mudskippers have been the subject of numerous studies due to their unique  adaptations . Researchers have explored their  respiratory mechanisms , locomotion, and behavior to understand how these fish have evolved to thrive in such challenging environments. Studies have shown that mudskippers can survive out of water for up to two days, provided their skin remains moist. This remarkable endurance is a celebration of just how extraordinary nature is. The presence of mudskippers in various parts of the world highlights the incredible diversity of life on our planet. From the mangrove forests of Southeast Asia to the coastal regions of Africa, these fish have carved out a niche for themselves in some of the most dynamic and challenging ecosystems. Their ability to live both in water and on land serves as a reminder of the adaptability and resilience of nature."
302,10 easy ways to reduce plastic pollution; the impact and reasons of reducing plastic pollution,"Plastic pollution  has become a significant global environmental issue, affecting ecosystems both on land and in the oceans. With millions of tons of plastic waste generated each year, much of it ends up in waterways, where it threatens  marine life  and pollutes natural habitats. Plastics take hundreds of years to break down, during which time they release toxic chemicals and fragments into harmful microplastics. These tiny particles are ingested by wildlife, contaminating food chains and ecosystems. As plastic production continues to grow, addressing this   through reduction, recycling, and responsible waste management is crucial for the health of our planet. While enjoying the soothing rhythm of waves on the beach, it's hard to face the fact that the ocean has turned into a massive pool of garbage, primarily filled with plastic. Sadly, millions of tons of debris are floating in the water, posing a serious risk to marine life. According to a study published in Science, the equivalent of 136 billion milk jugsâ worth of trash enters the ocean every year. This relentless flood of waste entangles animals or ends up being ingested as it breaks into microplastics. Worse yet, plastic pollution in the ocean is nearly impossible to reverse, taking centuries to decompose and leaking harmful chemicals in the meantime. Shockingly, about 80% of this pollution originates from land, not from people dumping waste at sea."
303,Bad road forces villagers to trek 12km to reach shelters in Odisha amid Cyclone Dana,"Around 220  villagers  from sea erosion-hit  Satabhaya  and Magarkandha villages within  Bhitarkanika National Park  walked approximately 12 km to reach the cyclone shelters at  Bagapatia  and Okilapala. Jagabandhu Behera (46), a villager, said the muddy and narrow road from Satabhaya to the cyclone shelters is not suitable for vehicles.  ""That is why we had to walk to the shelters to save our lives from the onslaught of  . The trek also included crossing the crocodile-infested Bausagali river,"" said Jagabandhu, after arriving at the  cyclone shelter  in Bagapatia. Asked about the complaint, Ajay Kumar Mohanty, the tehsildar of  Rajnagar  said, ""They had to trek as condition of the road is not good. After reaching the cyclone shelters, they were provided with food, water and medicines.""  Jagabandhu's wife Manorama (40) had to be forced to leave the village. ""I did not want to leave behind the 20 goats and two cows. But officials and our sarpanch forced us to leave Satabhaya. I untied the cows but locked the goats in a pen to protect them from jackals. We hope the tidal waves will spare our goats as they are a source of livelihood for us,"" said Manorama. ""The sea has been inching closer every day. Not much is left of our village. Many families have left the village and settled in Bagapatia. But I am happy the govt has provided us shelter at Bagapatia cyclone shelter to save our lives from Dana,"" said Duryodhan Mallick (63) of Satabhaya. ""Being a resident of the remote Satabhaya village, life is very difficult. But now I am quite happy as the administration shifted me to the cyclone shelter at Bagapatia,"" said Akhila Behera (50) of Satabhaya. The 12-km-long stretch of the beach in Satabhaya gram panchayat is often said to be the 'fastest-eroding' beach on the state's coast.  More than 600 homes and large tracts of  agricultural land  have been wiped away by the advancing waters in the last 40 years. Satabhaya GP used to be a cluster of seven villages.  Now, only a small portion of Satabhaya remains. Six other villages - Gobindapur, Mohanpur, Chintamanipur, Badagahiramatha, Kanhupur, and Kharikula - have been swallowed by the sea. "
304,"Fish Walk: Students, professionals âdive intoâ marine life",": The inaugural  Fish Walk , a public outreach program organized by the  CMFRI , offered a unique opportunity for students and professionals from diverse fields to witness firsthand the wide variety of fish that landed at Munambam fishing harbor on Saturday. The participants were guided by scientists and staff from the Central Marine Fisheries Research Institute (CMFRI), who arrived early in the morning. At Munambam harbour, they witnessed fish landings from nine trawlers, featuring a diverse catch that included large-head and small-head hairtails (ribbonfish), cuttlefish, squid, bullseyes, Indian scad, pufferfish, and numerous species brought in for the fish meal industry. Led by Miriam Paul Sreeram, principal scientist and coordinator of the initiative, the CMFRI teamâcomprising Ratheesh Kumar R, Aju Raju, Sreekumar K M, and Sajikumar K Kâprovided detailed insights into  marine biodiversity . Participants not only enjoyed a firsthand view of the variety of  marine life  but also learned about the use of gill baskets from rays in Asian medicine and the application of fish maw (air bladders from eels and croakers) in food and wine-making industries. In total, the team documented 42 fish species, 5 cephalopods, and 2 types of shrimp, sparking significant interest among the attendees. Notably, landings were moderate on Saturday morning due to recent inclement weather. ""The Fish Walk has generated remarkable interest across the community, attracting participants ranging from primary school students to defence and police officials, homemakers, seafood industry workers, accountants, medical practitioners, college faculty, and even seniors in their seventies,"" said Miriam. ""All applicants will be accommodated in future Fish Walks. The next event is scheduled for Oct 26, with a trip to Chellanam for 25 participants. We are also planning special expeditions for researchers. Schools and colleges in Ernakulam and other districts have expressed a keen interest in participating,"" she added."
305,"Exploring black garden queen ants: Their habitat, diet, and why they eat their own larvae","The black garden queen ( Lasius niger ) ant plays a crucial role in the survival and growth of her colony. As the sole reproducer, she is responsible for laying thousands of eggs throughout her life, ensuring the colonyâs expansion. Distinguished by her large size and long lifespanâup to 15 yearsâthe queen is a fascinating figure in the ant world. After a single mating flight, where she stores sperm for life, the queen devotes herself to producing offspring. Her diet, mostly supplied by worker ants, includes sugars, proteins, and, surprisingly, sometimes her own infected larvae. This cannibalistic behaviour is not only a defence mechanism against dangerous fungal infections but also helps recycle nutrients for future generations. Explore the queenâs unique adaptations, including her physical traits, mating process, habitat, and remarkable behaviour. Queen ants are significantly larger than worker ants, making them easy to distinguish in a colony. The black garden ant queen can grow up to 15 millimetres, nearly twice the size of a typical worker. Queens initially have wings, which they shed after mating to establish a new colony. Their bodies are robust and specialised for reproduction, with a larger thorax and abdomen, housing the reproductive organs. Once settled, the queen remains in the nest for the rest of her life, focusing on laying eggs and producing thousands of offspring. The mating process of the black garden ant queen is known as the ""nuptial flight."" On warm summer days, virgin queens and male ants leave their colonies en masse. Mating occurs mid-air during this flight. Afterward, the males die, and the queen lands to find a suitable location for her new colony. She sheds her wings and lays her first set of eggs, nurturing them until they hatch into worker ants. She stores sperm from the mating flight in a special organ and uses it to fertilise eggs throughout her life, eliminating the need for future mating. Queen ants live far longer than their worker counterparts. The black garden ant queen has a lifespan of up to 15 years, while worker ants typically only live for a few months. This extraordinary longevity allows the queen to produce thousands of offspring during her lifetime, ensuring the colonyâs continuity. Queen ants primarily consume the same types of food as their workers. Their diet consists of sugars and proteins. In particular, they rely on:  A sugary liquid secreted by aphids, which ants ""farm"" by protecting aphids from predators. Insects: Worker ants bring back protein-rich food like insects to feed the queen and larvae. : In certain cases, as we'll explore below, queens consume infected or dead larvae to recycle nutrients. The diet of a queen is essential to sustain her energy and enable her to produce a constant supply of eggs for the colony. Workers feed her throughout her life, ensuring she has the sustenance needed to maintain her reproductive role. Black garden ants thrive in temperate climates and are commonly found in gardens, grasslands, and urban areas. Queens establish colonies underground, often beneath stones or within decaying wood. The nest features a complex system of tunnels and chambers, where the queen resides in a deep, protected chamber. Once the colony is established, the queen rarely leaves the nest, entrusting the worker ants with gathering food and defending the colony. One of the more shocking behaviours observed in black  queen ants  is their tendency to eat their own larvae. But this act is not random or cruelâit serves a critical purpose in the survival of the colony. Black garden ant larvae can sometimes become infected by a deadly fungus. If allowed to spread, the fungus can quickly infect the entire colony, killing all larvae and putting the queen at an 80% risk of death. To combat this, queens have evolved an extraordinary behaviour: cannibalism of infected larvae. When a larva becomes infected and cannot be saved, the queen kills and eats it. By doing so, she removes the threat to the rest of the colony while recycling the nutrients in the infected larva. These nutrients are then used to produce new, healthy offspring. Interestingly, queens do not become infected by consuming the larvae. Ants have a special venom gland that produces an acidic, antimicrobial substance. This venom is typically used to clean the nest or ward off predators. When consuming the infected larvae, queens groom themselves with this venom, likely using its antimicrobial properties to neutralise the fungus and protect themselves from infection. How does the queen know which larvae are infected? While this is not fully understood, researchers believe that infected larvae send chemical signals that trigger the queenâs behaviour. Essentially, the larvae signal to the queen that they pose a danger to the colony, prompting her to consume them. Though this may seem gruesome, it is a highly evolved survival strategy. Since only queens reproduce, it is in the infected larvaâs best genetic interest to sacrifice itself for the good of the colony and the queenâs continued survival."
306,"'Audi, Rs 17 lakh watch, Rs 17 crore property ... ': Lavish life of IAS officer Pooja Khedkar","NEW DELHI: Pooja Khedkar, a probationary IAS officer from the 2023 batch, was transferred from the Pune district collector's office to Washim on Monday following a social media uproar over videos showing her private car, an  Audi  A4, adorned with red and blue beacon and the ""Maharashtra Govt"" insignia. According to an India Today TV report, the IAS trainee's  OBC status  is under investigation and she allegedly owns multiple  luxurious assets . Here's a sneak peak into the lavish life of Pooja Khedkar. Washim district collector Bhuvaneswari S confirmed Khedkarâs new posting at Washim collectorate, noting that any delay in her joining would be reported to the General Administration Department (GAD). Pune police commissioner Amitesh Kumar announced that action would be taken against Khedkar for the misuse of beacon lights and the insignia on her private car. Additional Commissioner of Police (East Region) Manoj Patil told TOI on Thursday that the private Audi car, in which probationary IAS officer Puja Khedkar had installed a red and blue beacon light and a ""Maharashtra Govt"" insignia, had previously received 21 traffic challans for various violations.  These challans, amounting to Rs 26,000 and issued for offenses such as speeding, signal jumping, and refusing to stop when asked by police, have been pending since 2022"
307,Open prison inmate serving life sentence commits suicide by jumping into right canal at Paithan,"Chhatrapati Sambhajinagar :  Subhash Ramesh Kengar , a 30-year-old inmate serving a  life sentence , committed suicide by jumping 50 feet down into the right canal of Jayakwadi dam on Wednesday morning. Police said the incident occurred around 8 AM when Kengar, convicted over a decade ago along with other inmates in a murder case, was heading for work at an open prison-owned farm. Upon receiving information about the suicide, open jail superintendent Balrajendra Nimgade and assistant superintendent Dhansingh Kawale inspected the crime scene and informed the  Paithan  Police about it, following which a police team went to the spot. Paithan sub divisional police officer Siddheswar Bhor maintained that the convict reportedly jumped into the canal and landed on its foundation, resulting in his immediate death. The police team arrived at the scene but found it difficult to access the blood-soaked body, which was lying on the embankment. Kengar's body was eventually retrieved with the help of firefighters. Kengar, a resident of Pawar Basti in Pune's Kesavnagar, was transferred from Nashik Road Jail to the district  open prison  in Paithan on February 16 earlier this year. He was part of a group of 12 inmates working in the prison's agricultural plot. During a shift change, prison guard Kalyan Rangnath Gavande found that only 11 inmates were present. Upon investigating, he discovered Kengar's body below the canal bridge. Paithan police have registered a case under Section 174 of the Criminal Procedure Code based on Gavande's complaint. The investigation is being overseen by inspector Sanjay Deshmukh, with sub-inspector Audumbar Mhaske leading the inquiry. This incident has left the prison administration and other inmates in shock. The reason behind Kengar's suicide is still unclear."
308,"4, including 3 brothers, get life sentence for burning man to death","AGRA: A court in Mainpuri sentenced four persons, including three  brothers , to  life imprisonment  for burning a man to death over a  land dispute  four years ago. Additional district judge Jai Prakash on Monday also imposed a penalty of Rs 16,000 on each, said ADGC Vishwajeet Singh Rathore. He added, ""The court ordered that Rs 40,000 from the  penalty amount  be paid to the wife of the deceased. The accused men, relatives of the victim, have been sent to jail following court orders."" On June 9, 2020, Ram Kishan, a resident of Shiv Nagar locality, was burnt alive by Ram Sharan, his brothers Manoj and Ram Vilas, along with Raj Kumar near Singhpur canal bridge. Ram Kishan's wife Sadhana lodged a case at Kotwali police station. After investigation, police filed a chargesheet in court. The prosecution presented 10 witnesses, including the complainant, investigator, and doctor. Based on their testimony and evidence compiled by police, the four accused were found guilty, the ADGC added."
